"id","dishname","dishcode","reciepeitemname","pgNo","receipescoop","qty","inGm","inML","inPiece","comments","created_at"
1,"CHOLE BHATURE","D002","tea powder","6B","staff rice_gm_reciepe",125,125,NULL,NULL,"Seed from catalog.js","2026-09-20 11:00:52.316435+00"
2,"ONION PARATHA","D005","haldi powder","11","staff rice_gm_reciepe",200,200,NULL,NULL,"Seed from catalog.js","2026-09-20 11:00:52.316435+00"
3,"CHOLE  KULCHE","D001","staff rice","4","staff rice_gm_reciepe",100,100,NULL,NULL,"Seed from catalog.js","2026-09-20 11:00:52.316435+00"
4,"PINDI  CHOLE","D003","oil tin","7","staff rice_gm_reciepe",150,150,NULL,NULL,"Seed from catalog.js","2026-09-20 11:00:52.316435+00"
5,"EXTRA  KULCHA","D004","chilly powder","10","staff rice_gm_reciepe",175,175,NULL,NULL,"Seed from catalog.js","2026-09-20 11:00:52.316435+00"
6,"OTHER","D174","AMUL CREAM","76","AMUL CREAM_gm_reciepe",1,NULL,NULL,NULL,"","2026-09-20 11:01:17.762969+00"
7,"OTHER","D174","ALOO GOBI MATAR","D057","ALOO GOBI MATAR_1_portion",1,NULL,NULL,NULL,"","2026-09-20 11:01:17.762969+00"
8,"OTHER","D174","totalingredientsqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 11:01:17.762969+00"
9,"OTHER","D174","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 11:01:17.762969+00"
10,"OTHER","D174","dish_out",NULL,NULL,NULL,0,0,0,"","2026-09-20 11:01:17.762969+00"
11,"VEG FRIED RICE","D034","ajinomoto","40","ajinomoto_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.171747+00"
12,"VEG FRIED RICE","D034","ajinomoto","40","ajinomoto_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.175601+00"
13,"VEG FRIED RICE","D034","black pepper","39B","black pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.171747+00"
14,"VEG FRIED RICE","D034","black pepper","39B","black pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.175601+00"
15,"VEG FRIED RICE","D034","Garlic","V10","Garlic_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:17:56.171747+00"
16,"VEG FRIED RICE","D034","Garlic","V10","Garlic_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:17:56.175601+00"
17,"VEG FRIED RICE","D034","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:17:56.171747+00"
18,"VEG FRIED RICE","D034","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:17:56.175601+00"
19,"VEG FRIED RICE","D034","Onion","V11","Onion_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:17:56.171747+00"
20,"VEG FRIED RICE","D034","Onion","V11","Onion_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:17:56.175601+00"
21,"VEG FRIED RICE","D034","salt","27A","salt_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-20 11:17:56.171747+00"
22,"VEG FRIED RICE","D034","salt","27A","salt_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-20 11:17:56.175601+00"
23,"VEG FRIED RICE","D034","soya sauce","43A","soya sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:17:56.171747+00"
24,"VEG FRIED RICE","D034","soya sauce","43A","soya sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:17:56.175601+00"
25,"VEG FRIED RICE","D034","white pepper","39A","white pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.171747+00"
26,"VEG FRIED RICE","D034","white pepper","39A","white pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.175601+00"
27,"VEG FRIED RICE","D034","PROCESSED RICE","P1","PROCESSED RICE_1_portion",200,NULL,NULL,NULL,"","2026-09-20 11:17:56.175601+00"
28,"VEG FRIED RICE","D034","PROCESSED RICE","P1","PROCESSED RICE_1_portion",200,NULL,NULL,NULL,"","2026-09-20 11:17:56.171747+00"
29,"VEG FRIED RICE","D034","totalingredientsqty",NULL,NULL,110,NULL,NULL,NULL,"","2026-09-20 11:17:56.175601+00"
30,"VEG FRIED RICE","D034","totalingredientsqty",NULL,NULL,110,NULL,NULL,NULL,"","2026-09-20 11:17:56.171747+00"
31,"VEG FRIED RICE","D034","totalprocessedqty",NULL,NULL,200,NULL,NULL,NULL,"","2026-09-20 11:17:56.175601+00"
32,"VEG FRIED RICE","D034","totalprocessedqty",NULL,NULL,200,NULL,NULL,NULL,"","2026-09-20 11:17:56.171747+00"
33,"VEG FRIED RICE","D034","dish_out",NULL,"VEG FRIED RICE                  _1_portion",NULL,0,0,0,"","2026-09-20 11:17:56.171747+00"
34,"VEG FRIED RICE","D034","dish_out",NULL,"VEG FRIED RICE                  _1_portion",NULL,0,0,0,"","2026-09-20 11:17:56.175601+00"
35,"VEG FRIED RICE","D034","ajinomoto","40","ajinomoto_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.205596+00"
36,"VEG FRIED RICE","D034","ajinomoto","40","ajinomoto_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.206267+00"
37,"VEG FRIED RICE","D034","black pepper","39B","black pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.205596+00"
38,"VEG FRIED RICE","D034","black pepper","39B","black pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.206267+00"
39,"VEG FRIED RICE","D034","Garlic","V10","Garlic_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:17:56.205596+00"
40,"VEG FRIED RICE","D034","Garlic","V10","Garlic_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:17:56.206267+00"
41,"VEG FRIED RICE","D034","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:17:56.205596+00"
42,"VEG FRIED RICE","D034","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:17:56.206267+00"
43,"VEG FRIED RICE","D034","Onion","V11","Onion_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:17:56.205596+00"
44,"VEG FRIED RICE","D034","Onion","V11","Onion_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:17:56.206267+00"
45,"VEG FRIED RICE","D034","salt","27A","salt_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-20 11:17:56.205596+00"
46,"VEG FRIED RICE","D034","salt","27A","salt_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-20 11:17:56.206267+00"
47,"VEG FRIED RICE","D034","soya sauce","43A","soya sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:17:56.205596+00"
48,"VEG FRIED RICE","D034","soya sauce","43A","soya sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:17:56.206267+00"
49,"VEG FRIED RICE","D034","white pepper","39A","white pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.205596+00"
50,"VEG FRIED RICE","D034","white pepper","39A","white pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:17:56.206267+00"
51,"VEG FRIED RICE","D034","PROCESSED RICE","P1","PROCESSED RICE_1_portion",200,NULL,NULL,NULL,"","2026-09-20 11:17:56.205596+00"
52,"VEG FRIED RICE","D034","PROCESSED RICE","P1","PROCESSED RICE_1_portion",200,NULL,NULL,NULL,"","2026-09-20 11:17:56.206267+00"
53,"VEG FRIED RICE","D034","totalingredientsqty",NULL,NULL,110,NULL,NULL,NULL,"","2026-09-20 11:17:56.205596+00"
54,"VEG FRIED RICE","D034","totalingredientsqty",NULL,NULL,110,NULL,NULL,NULL,"","2026-09-20 11:17:56.206267+00"
55,"VEG FRIED RICE","D034","totalprocessedqty",NULL,NULL,200,NULL,NULL,NULL,"","2026-09-20 11:17:56.205596+00"
56,"VEG FRIED RICE","D034","totalprocessedqty",NULL,NULL,200,NULL,NULL,NULL,"","2026-09-20 11:17:56.206267+00"
57,"VEG FRIED RICE","D034","dish_out",NULL,"VEG FRIED RICE                  _1_portion",NULL,0,0,0,"","2026-09-20 11:17:56.205596+00"
58,"VEG FRIED RICE","D034","dish_out",NULL,"VEG FRIED RICE                  _1_portion",NULL,0,0,0,"","2026-09-20 11:17:56.206267+00"
59,"Arrabiata Pasta","D160","black pepper","39B","black pepper_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
60,"Arrabiata Pasta","D160","Broccoli","V15","Broccoli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
61,"Arrabiata Pasta","D160","cheese processed","81","cheese processed_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
62,"Arrabiata Pasta","D160","corn","80","corn_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
63,"Arrabiata Pasta","D160","RICH COOKING CREAM","75","RICH COOKING CREAM_gm_reciepe",350,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
64,"Arrabiata Pasta","D160","Capsicum","V1","Capsicum_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
65,"Arrabiata Pasta","D160","chilli flake","61","chilli flake_gm_reciepe",7,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
66,"Arrabiata Pasta","D160","oregano","62","oregano_gm_reciepe",7,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
67,"Arrabiata Pasta","D160","Garlic","V10","Garlic_gm_reciepe",3,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
68,"Arrabiata Pasta","D160","olive","35A","olive_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
69,"Arrabiata Pasta","D160","salt","27A","salt_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
70,"Arrabiata Pasta","D160","white pepper","39A","white pepper_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
71,"Arrabiata Pasta","D160","PASTA PROCESSED","P7","PASTA PROCESSED_1_portion",250,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
72,"Arrabiata Pasta","D160","totalingredientsqty",NULL,NULL,462,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
73,"Arrabiata Pasta","D160","totalprocessedqty",NULL,NULL,250,NULL,NULL,NULL,"","2026-09-20 11:19:36.972898+00"
74,"Arrabiata Pasta","D160","dish_out",NULL,"Arrabiata Pasta _1_portion",NULL,0,0,0,"","2026-09-20 11:19:36.972898+00"
75,"CHEESE  BURGER","D147","aloo tikki","77A","aloo tikki_gm_reciepe",70,NULL,NULL,NULL,"","2026-09-20 11:28:38.439463+00"
76,"CHEESE  BURGER","D147","cheese processed","81","cheese processed_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:28:38.439463+00"
77,"CHEESE  BURGER","D147","cheese 1pc","82A","cheese 1pc_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:28:38.439463+00"
78,"CHEESE  BURGER","D147","Cucumber","V12","Cucumber_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:28:38.439463+00"
79,"CHEESE  BURGER","D147","metonese","50","metonese_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:28:38.439463+00"
80,"CHEESE  BURGER","D147","Cabbage","V7","Cabbage_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-20 11:28:38.439463+00"
81,"CHEESE  BURGER","D147","Onion","V11","Onion_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:28:38.439463+00"
82,"CHEESE  BURGER","D147","thousand sauce","54","thousand sauce_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:28:38.439463+00"
83,"CHEESE  BURGER","D147","Tomato","V18","Tomato_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:28:38.439463+00"
84,"CHEESE  BURGER","D147","totalingredientsqty",NULL,NULL,195,NULL,NULL,NULL,"","2026-09-20 11:28:38.439463+00"
85,"CHEESE  BURGER","D147","totalprocessedqty",NULL,NULL,1,NULL,NULL,NULL,"","2026-09-20 11:28:38.439463+00"
86,"CHEESE  BURGER","D147","dish_out",NULL,"CHEESE  BURGER_1_portion",NULL,0,0,0,"","2026-09-20 11:28:38.439463+00"
87,"CHEESE  BURGER","D147","aloo tikki","77A","aloo tikki_gm_reciepe",70,NULL,NULL,NULL,"","2026-09-20 11:28:44.343314+00"
88,"CHEESE  BURGER","D147","cheese processed","81","cheese processed_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:28:44.343314+00"
89,"CHEESE  BURGER","D147","cheese 1pc","82A","cheese 1pc_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:28:44.343314+00"
90,"CHEESE  BURGER","D147","Cucumber","V12","Cucumber_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:28:44.343314+00"
91,"CHEESE  BURGER","D147","metonese","50","metonese_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:28:44.343314+00"
92,"CHEESE  BURGER","D147","Cabbage","V7","Cabbage_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-20 11:28:44.343314+00"
93,"CHEESE  BURGER","D147","Onion","V11","Onion_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:28:44.343314+00"
94,"CHEESE  BURGER","D147","thousand sauce","54","thousand sauce_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:28:44.343314+00"
95,"CHEESE  BURGER","D147","Tomato","V18","Tomato_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:28:44.343314+00"
96,"CHEESE  BURGER","D147","totalingredientsqty",NULL,NULL,195,NULL,NULL,NULL,"","2026-09-20 11:28:44.343314+00"
97,"CHEESE  BURGER","D147","totalprocessedqty",NULL,NULL,1,NULL,NULL,NULL,"","2026-09-20 11:28:44.343314+00"
98,"CHEESE  BURGER","D147","dish_out",NULL,"CHEESE  BURGER_1_portion",NULL,0,0,0,"","2026-09-20 11:28:44.343314+00"
99,"HOT AND SOUR SOUP","D022","Ginger","V3","Ginger_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
100,"HOT AND SOUR SOUP","D022","ajinomoto","40","ajinomoto_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
101,"HOT AND SOUR SOUP","D022","dhaniya","9","dhaniya_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
102,"HOT AND SOUR SOUP","D022","Garlic","V10","Garlic_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
103,"HOT AND SOUR SOUP","D022","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
104,"HOT AND SOUR SOUP","D022","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
105,"HOT AND SOUR SOUP","D022","green sauce","42","green sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
106,"HOT AND SOUR SOUP","D022","Lemon","V13","Lemon_gm_reciepe",18,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
107,"HOT AND SOUR SOUP","D022","salt","27A","salt_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
108,"HOT AND SOUR SOUP","D022","VINAGER","44","VINAGER_gm_reciepe",9,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
109,"HOT AND SOUR SOUP","D022","white pepper","39A","white pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
110,"HOT AND SOUR SOUP","D022","totalingredientsqty",NULL,NULL,132,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
111,"HOT AND SOUR SOUP","D022","totalprocessedqty",NULL,NULL,1,NULL,NULL,NULL,"","2026-09-20 11:29:25.846763+00"
112,"HOT AND SOUR SOUP","D022","dish_out",NULL,"HOT AND SOUR SOUP _1_portion",NULL,0,0,0,"","2026-09-20 11:29:25.846763+00"
113,"HOT AND SOUR SOUP","D022","Ginger","V3","Ginger_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
114,"HOT AND SOUR SOUP","D022","ajinomoto","40","ajinomoto_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
115,"HOT AND SOUR SOUP","D022","dhaniya","9","dhaniya_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
116,"HOT AND SOUR SOUP","D022","Garlic","V10","Garlic_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
117,"HOT AND SOUR SOUP","D022","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
118,"HOT AND SOUR SOUP","D022","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
119,"HOT AND SOUR SOUP","D022","green sauce","42","green sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
120,"HOT AND SOUR SOUP","D022","Lemon","V13","Lemon_gm_reciepe",18,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
121,"HOT AND SOUR SOUP","D022","salt","27A","salt_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
122,"HOT AND SOUR SOUP","D022","VINAGER","44","VINAGER_gm_reciepe",9,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
123,"HOT AND SOUR SOUP","D022","white pepper","39A","white pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
124,"HOT AND SOUR SOUP","D022","totalingredientsqty",NULL,NULL,132,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
125,"HOT AND SOUR SOUP","D022","totalprocessedqty",NULL,NULL,1,NULL,NULL,NULL,"","2026-09-20 11:29:30.408602+00"
126,"HOT AND SOUR SOUP","D022","dish_out",NULL,"HOT AND SOUR SOUP _1_portion",NULL,0,0,0,"","2026-09-20 11:29:30.408602+00"
127,"JEERA RICE","D092","PROCESSED RICE","P1","PROCESSED RICE_1_portion",300,NULL,NULL,NULL,"","2026-09-20 11:30:11.615887+00"
128,"JEERA RICE","D092","totalingredientsqty",NULL,NULL,1,NULL,NULL,NULL,"","2026-09-20 11:30:11.615887+00"
129,"JEERA RICE","D092","totalprocessedqty",NULL,NULL,300,NULL,NULL,NULL,"","2026-09-20 11:30:11.615887+00"
130,"JEERA RICE","D092","dish_out",NULL,"JEERA RICE_1_portion",NULL,0,0,0,"","2026-09-20 11:30:11.615887+00"
131,"JEERA RICE","D092","PROCESSED RICE","P1","PROCESSED RICE_1_portion",300,NULL,NULL,NULL,"","2026-09-20 11:30:15.004126+00"
132,"JEERA RICE","D092","totalingredientsqty",NULL,NULL,1,NULL,NULL,NULL,"","2026-09-20 11:30:15.004126+00"
133,"JEERA RICE","D092","totalprocessedqty",NULL,NULL,300,NULL,NULL,NULL,"","2026-09-20 11:30:15.004126+00"
134,"JEERA RICE","D092","dish_out",NULL,"JEERA RICE_1_portion",NULL,0,0,0,"","2026-09-20 11:30:15.004126+00"
135,"MIX veg","D059","amul butter","72","amul butter_gm_reciepe",40,NULL,NULL,NULL,"","2026-09-20 11:31:05.187842+00"
136,"MIX veg","D059","AMUL CREAM","76","AMUL CREAM_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:31:05.187842+00"
137,"MIX veg","D059","Cabbage","V7","Cabbage_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:31:05.187842+00"
138,"MIX veg","D059","matar","79","matar_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:31:05.187842+00"
139,"MIX veg","D059","Onion","V11","Onion_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:31:05.187842+00"
140,"MIX veg","D059","Tomato","V18","Tomato_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:31:05.187842+00"
141,"MIX veg","D059","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 11:31:05.187842+00"
142,"MIX veg","D059","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 11:31:05.187842+00"
143,"MIX veg","D059","totalingredientsqty",NULL,NULL,340,NULL,NULL,NULL,"","2026-09-20 11:31:05.187842+00"
144,"MIX veg","D059","totalprocessedqty",NULL,NULL,200,NULL,NULL,NULL,"","2026-09-20 11:31:05.187842+00"
145,"MIX veg","D059","dish_out",NULL,"MIX veg_1_portion",NULL,0,0,0,"","2026-09-20 11:31:05.187842+00"
146,"MIX veg","D059","amul butter","72","amul butter_gm_reciepe",40,NULL,NULL,NULL,"","2026-09-20 11:31:08.339107+00"
147,"MIX veg","D059","AMUL CREAM","76","AMUL CREAM_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:31:08.339107+00"
148,"MIX veg","D059","Cabbage","V7","Cabbage_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:31:08.339107+00"
149,"MIX veg","D059","matar","79","matar_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:31:08.339107+00"
150,"MIX veg","D059","Onion","V11","Onion_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:31:08.339107+00"
151,"MIX veg","D059","Tomato","V18","Tomato_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:31:08.339107+00"
152,"MIX veg","D059","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 11:31:08.339107+00"
153,"MIX veg","D059","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 11:31:08.339107+00"
154,"MIX veg","D059","totalingredientsqty",NULL,NULL,340,NULL,NULL,NULL,"","2026-09-20 11:31:08.339107+00"
155,"MIX veg","D059","totalprocessedqty",NULL,NULL,200,NULL,NULL,NULL,"","2026-09-20 11:31:08.339107+00"
156,"MIX veg","D059","dish_out",NULL,"MIX veg_1_portion",NULL,0,0,0,"","2026-09-20 11:31:08.339107+00"
157,"MIX veg","D059","amul butter","72","amul butter_gm_reciepe",40,NULL,NULL,NULL,"","2026-09-20 11:34:41.73744+00"
158,"MIX veg","D059","AMUL CREAM","76","AMUL CREAM_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:34:41.73744+00"
159,"MIX veg","D059","Cabbage","V7","Cabbage_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:34:41.73744+00"
160,"MIX veg","D059","matar","79","matar_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:34:41.73744+00"
161,"MIX veg","D059","Onion","V11","Onion_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:34:41.73744+00"
162,"MIX veg","D059","Tomato","V18","Tomato_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-20 11:34:41.73744+00"
163,"MIX veg","D059","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 11:34:41.73744+00"
164,"MIX veg","D059","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 11:34:41.73744+00"
165,"MIX veg","D059","totalingredientsqty",NULL,NULL,340,NULL,NULL,NULL,"","2026-09-20 11:34:41.73744+00"
166,"MIX veg","D059","totalprocessedqty",NULL,NULL,200,NULL,NULL,NULL,"","2026-09-20 11:34:41.73744+00"
167,"MIX veg","D059","dish_out",NULL,"MIX veg_1_portion",NULL,0,0,0,"","2026-09-20 11:34:41.73744+00"
168,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
169,"Bombay Sandwich","D157","chaat masala","21B","chaat masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
170,"Bombay Sandwich","D157","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
171,"Bombay Sandwich","D157","imli chutney","56","imli chutney_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
172,"Bombay Sandwich","D157","Cucumber","V12","Cucumber_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
173,"Bombay Sandwich","D157","metonese","50","metonese_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
174,"Bombay Sandwich","D157","cheese processed","81","cheese processed_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
175,"Bombay Sandwich","D157","Tomato","V18","Tomato_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
176,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
177,"Bombay Sandwich","D157","green sauce","42","green sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
178,"Bombay Sandwich","D157","salt","27A","salt_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
179,"Bombay Sandwich","D157","dhaniiya masala","9","dhaniiya masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
180,"Bombay Sandwich","D157","totalingredientsqty",NULL,NULL,311.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
181,"Bombay Sandwich","D157","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 11:38:28.84214+00"
182,"Bombay Sandwich","D157","dish_out",NULL,"Bombay Sandwich_1_portion",NULL,0,0,0,"","2026-09-20 11:38:28.84214+00"
183,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
184,"Bombay Sandwich","D157","chaat masala","21B","chaat masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
185,"Bombay Sandwich","D157","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
186,"Bombay Sandwich","D157","imli chutney","56","imli chutney_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
187,"Bombay Sandwich","D157","Cucumber","V12","Cucumber_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
188,"Bombay Sandwich","D157","metonese","50","metonese_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
189,"Bombay Sandwich","D157","cheese processed","81","cheese processed_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
190,"Bombay Sandwich","D157","Tomato","V18","Tomato_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
191,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
192,"Bombay Sandwich","D157","green sauce","42","green sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
